dbid	graphid	dburl	wiki_url	img_url	name	youtubeId
265	6270	http://dbpedia.org/resource/Like_Water_for_Chocolate_(film)	https://en.wikipedia.org/wiki/Like_Water_for_Chocolate_(film)	https://upload.wikimedia.org/wikipedia/en/9/90/Likewaterforchocolate.PNG	Like Water for Chocolate (Como agua para chocolate) (1992)	pYis759nCvs
266	6271	http://dbpedia.org/resource/Legends_of_the_Fall	https://en.wikipedia.org/wiki/Legends_of_the_Fall	https://upload.wikimedia.org/wikipedia/en/1/1d/Legendsoffallposter.jpg	Legends of the Fall (1994)	TR5E7Kuty3o
267	6272	http://dbpedia.org/resource/Major_Payne	https://en.wikipedia.org/wiki/Major_Payne	https://upload.wikimedia.org/wikipedia/en/8/85/Major_Payne.jpg	Major Payne (1994)	6Vvlw7uPdn8
268	6273	http://dbpedia.org/resource/Little_Odessa	https://en.wikipedia.org/wiki/Little_Odessa_(film)	https://upload.wikimedia.org/wikipedia/en/8/8e/Little_Odessa.jpg	Little Odessa (1994)	LkGY1-IvSmU
270	6274	http://dbpedia.org/resource/Love_Affair_(1994_film)	https://en.wikipedia.org/wiki/Love_Affair_(1994_film)	https://upload.wikimedia.org/wikipedia/en/2/23/Loveaffairposter.jpg	Love Affair (1994)	-NoM6EQIaF0
271	6275	http://dbpedia.org/resource/Losing_Isaiah	https://en.wikipedia.org/wiki/Losing_Isaiah	https://upload.wikimedia.org/wikipedia/en/a/a8/Losing_isaiah.jpg	Losing Isaiah (1995)	-ZXnvEun0sc
272	6276	http://dbpedia.org/resource/The_Madness_of_King_George	https://en.wikipedia.org/wiki/The_Madness_of_King_George	https://upload.wikimedia.org/wikipedia/en/5/52/Madness_of_king_george-715444.jpeg	Madness of King George, The (1994)	gCVHxguFzWQ
273	6277	http://dbpedia.org/resource/Mary_Shelley's_Frankenstein_(film)	https://en.wikipedia.org/wiki/Mary_Shelley's_Frankenstein_(film)	https://upload.wikimedia.org/wikipedia/en/f/f2/Mary_Shelley%27s_Frankenstein_%281994%29_theatrical_poster.jpg	Mary Shelley's Frankenstein (1994)	Lg17y6iz7Xs
274	6278	http://dbpedia.org/resource/Man_of_the_House_(1995_film)	https://en.wikipedia.org/wiki/Man_of_the_House_(1995_film)	https://upload.wikimedia.org/wikipedia/en/8/89/Man_Of_The_House_1995.jpg	Man of the House (1995)	JcW2p8nyrng
275	6279	http://dbpedia.org/resource/Mixed_Nuts_(1922_film)	https://en.wikipedia.org/wiki/Mixed_Nuts_(1922_film)	https://m.media-amazon.com/images/M/MV5BNTA0OGRmNzItMDVkNy00OTQ4LTk0N2QtYjBlNWY5MzA2Y2IzXkEyXkFqcGdeQXVyNDIyMTQ3Ng@@._V1_.jpg	Mixed Nuts (1994)	dwBG2CXDXcc
276	6280	http://dbpedia.org/resource/Milk_Money_(film)	https://en.wikipedia.org/wiki/Milk_Money_(film)	https://upload.wikimedia.org/wikipedia/en/e/e5/Milk_Money_Poster.jpg	Milk Money (1994)	UuaARlicot8
277	6281	http://dbpedia.org/resource/Miracle_on_34th_Street_(1994_film)	https://en.wikipedia.org/wiki/Miracle_on_34th_Street_(1994_film)	https://upload.wikimedia.org/wikipedia/en/5/56/Miracle_on_34th_Street_poster.jpg	Miracle on 34th Street (1994)	yiypbCFV7Ao
278	6282	http://dbpedia.org/resource/Miami_Rhapsody	https://en.wikipedia.org/wiki/Miami_Rhapsody	https://upload.wikimedia.org/wikipedia/en/7/70/Miami_rhapsody.jpg	Miami Rhapsody (1995)	0hN8H5gqPG4
279	6283	http://dbpedia.org/resource/My_Family_(film)	https://en.wikipedia.org/wiki/My_Family_(film)	https://upload.wikimedia.org/wikipedia/en/7/7b/My_family_poster.jpg	My Family (1995)	Cl7ff7hqAA0
280	6284	http://dbpedia.org/resource/Murder_in_the_First	https://en.wikipedia.org/wiki/Murder_in_the_First_(film)	https://upload.wikimedia.org/wikipedia/en/c/c2/Murder_in_the_first_ver1.jpg	Murder in the First (1995)	oMbMwdPwnYE
281	6285	http://dbpedia.org/resource/Nobody's_Fool_(1994_film)	https://en.wikipedia.org/wiki/Nobody's_Fool_(1994_film)	https://upload.wikimedia.org/wikipedia/en/3/39/Nobodysfool.jpg	Nobody's Fool (1994)	qH9C9_WsmLA
282	6286	http://dbpedia.org/resource/Nell_(film)	https://en.wikipedia.org/wiki/Nell_(film)	https://upload.wikimedia.org/wikipedia/en/7/7a/Nell_%281994_film_poster%29.jpg	Nell (1994)	n1Zay9SOYxA
283	6287	http://dbpedia.org/resource/New_Jersey_Drive	https://en.wikipedia.org/wiki/New_Jersey_Drive	https://upload.wikimedia.org/wikipedia/en/0/0f/New_Jersey_Drive.jpg	New Jersey Drive (1995)	6wEM9KYgMx4
286	6288	http://dbpedia.org/resource/Nemesis_2:_Nebula	https://en.wikipedia.org/wiki/Nemesis_2:_Nebula	https://upload.wikimedia.org/wikipedia/en/2/2d/Nemesis_2_Poster.jpg	Nemesis 2: Nebula (1995)	lSbg-ZoELAo
288	6289	http://dbpedia.org/resource/Natural_Born_Killers	https://en.wikipedia.org/wiki/Natural_Born_Killers	https://upload.wikimedia.org/wikipedia/en/a/a5/Natural_Born_Killers.jpg	Natural Born Killers (1994)	XpLKNclOtLg
289	6290	http://dbpedia.org/resource/Only_You_(1994_film)	https://en.wikipedia.org/wiki/Only_You_(1994_film)	https://upload.wikimedia.org/wikipedia/en/6/6f/Only_you_poster.jpg	Only You (1994)	zLrqyfkXt_A
290	6291	http://dbpedia.org/resource/Once_Were_Warriors_(film)	https://en.wikipedia.org/wiki/Once_Were_Warriors_(film)	https://upload.wikimedia.org/wikipedia/en/a/a8/Once_Were_Warriors_poster.jpg	Once Were Warriors (1994)	_NV45ZuepZo
291	6292	http://dbpedia.org/resource/Poison_Ivy_II:_Lily	https://en.wikipedia.org/wiki/Poison_Ivy_II:_Lily	https://upload.wikimedia.org/wikipedia/en/d/d7/Poisonivy2dvd.jpg	Poison Ivy II (1995)	cWeLiFAycR4
292	6293	http://dbpedia.org/resource/Outbreak_(film)	https://en.wikipedia.org/wiki/Outbreak_(film)	https://upload.wikimedia.org/wikipedia/en/0/08/Outbreak_movie.JPG	Outbreak (1995)	AgZ5goJibn0
294	6294	http://dbpedia.org/resource/The_Perez_Family	https://en.wikipedia.org/wiki/The_Perez_Family	https://upload.wikimedia.org/wikipedia/en/6/69/Perez_family.jpg	Perez Family, The (1995)	DR7GMGA5A_U
295	6295	http://dbpedia.org/resource/A_Pyromaniac's_Love_Story	https://en.wikipedia.org/wiki/A_Pyromaniac's_Love_Story	https://upload.wikimedia.org/wikipedia/en/2/22/A_Pyromaniac%27s_Love_Story.jpg	Pyromaniac's Love Story, A (1995)	IiZ50_XsjS4
296	6296	http://dbpedia.org/resource/Pulp_Fiction	https://en.wikipedia.org/wiki/Pulp_Fiction	https://upload.wikimedia.org/wikipedia/en/3/3b/Pulp_Fiction_%281994%29_poster.jpg	Pulp Fiction (1994)	s7EdQ4FqbhY
297	6297	http://dbpedia.org/resource/The_Pink_Panther_(1963_film)	https://en.wikipedia.org/wiki/The_Pink_Panther_(1963_film)	https://upload.wikimedia.org/wikipedia/en/9/96/Pink_panther63.jpg	Panther (1995)	jCNHQXLMye4
298	6298	http://dbpedia.org/resource/Pushing_Hands_(film)	https://en.wikipedia.org/wiki/Pushing_Hands_(film)	https://upload.wikimedia.org/wikipedia/en/b/bf/Pushing_hand.JPG	Pushing Hands (1992)	4GJ9OTI4GSY
299	6299	http://dbpedia.org/resource/Priest_(1994_film)	https://en.wikipedia.org/wiki/Priest_(1994_film)	https://upload.wikimedia.org/wikipedia/en/e/e1/Priest_ver1.jpg	Priest (1994)	rqHsXSG6A0U
300	6300	http://dbpedia.org/resource/Quiz_Show_(film)	https://en.wikipedia.org/wiki/Quiz_Show_(film)	https://upload.wikimedia.org/wikipedia/en/2/22/QuizShowPoster.jpg	Quiz Show (1994)	oOSnYt9k4kM
301	6301	http://dbpedia.org/resource/Picture_Bride_(film)	https://en.wikipedia.org/wiki/Picture_Bride_(film)	https://upload.wikimedia.org/wikipedia/en/9/93/Picture_Bride_1995_poster.jpg	Picture Bride (1995)	MhcgYHDTFjY
303	6302	http://dbpedia.org/resource/The_Quick_and_the_Dead_(1995_film)	https://en.wikipedia.org/wiki/The_Quick_and_the_Dead_(1995_film)	https://upload.wikimedia.org/wikipedia/en/a/a7/The-Quick-And-The-Dead-Poster.jpg	Quick and the Dead, The (1995)	NfRrEUz62Lw
304	6303	http://dbpedia.org/resource/Roommates_(1995_film)	https://en.wikipedia.org/wiki/Roommates_(1995_film)	https://upload.wikimedia.org/wikipedia/en/5/59/Roommates.jpg	Roommates (1995)	JNNloERKTrI
306	6304	http://dbpedia.org/resource/Three_Colors:_Red	https://en.wikipedia.org/wiki/Three_Colors:_Red	https://upload.wikimedia.org/wikipedia/en/0/0a/Three_Colors-Red.jpg	Three Colors: Red (1994)	ZXNjdrYzxys
307	6305	http://dbpedia.org/resource/Three_Colors:_Blue	https://en.wikipedia.org/wiki/Three_Colors:_Blue	https://upload.wikimedia.org/wikipedia/en/2/2c/Bluevidcov.jpg	Three Colors: Blue (1993)	9wjcbC-xn9g
308	6306	http://dbpedia.org/resource/Three_Colors:_White	https://en.wikipedia.org/wiki/Three_Colors:_White	https://upload.wikimedia.org/wikipedia/en/d/dd/White_Poster.jpg	Three Colors: White (1994)	xECEAPfdqic
309	6307	http://dbpedia.org/resource/Red_Firecracker,_Green_Firecracker	https://en.wikipedia.org/wiki/Red_Firecracker,_Green_Firecracker	https://upload.wikimedia.org/wikipedia/en/0/09/Red_Firecracker_Green_Firecracker.jpg	Red Firecracker, Green Firecracker (1994)	QQqbpU-yEEA
310	6308	http://dbpedia.org/resource/Rent-a-Kid	https://en.wikipedia.org/wiki/Rent-a-Kid	https://upload.wikimedia.org/wikipedia/en/3/30/RentAKidDVD.jpg	Rent-a-Kid (1995)	00-WPchnLTE
311	6309	http://dbpedia.org/resource/Relative_Fear	https://en.wikipedia.org/wiki/Relative_Fear	https://upload.wikimedia.org/wikipedia/en/d/d0/Relative_Fear.jpg	Relative Fear (1994)	hVwPmQEugcw
312	6310	http://dbpedia.org/resource/Stuart_Saves_His_Family	https://en.wikipedia.org/wiki/Stuart_Saves_His_Family	https://upload.wikimedia.org/wikipedia/en/a/a9/Stuartsaveshisfamily.jpg	Stuart Saves His Family (1995)	RvgMIerTXl4
313	6311	http://dbpedia.org/resource/The_Swan_Princess	https://en.wikipedia.org/wiki/The_Swan_Princess	https://upload.wikimedia.org/wikipedia/en/2/2c/Swanprincessposter.jpg	Swan Princess, The (1994)	5wfMVdyDa_g
314	6312	http://dbpedia.org/resource/The_Secret_of_Roan_Inish	https://en.wikipedia.org/wiki/The_Secret_of_Roan_Inish	https://upload.wikimedia.org/wikipedia/en/b/bc/Secretinishposter.jpg	Secret of Roan Inish, The (1994)	fWoyGukz1ag
315	6313	http://dbpedia.org/resource/The_Specialist	https://en.wikipedia.org/wiki/The_Specialist	https://upload.wikimedia.org/wikipedia/en/4/41/Specialist.jpg	Specialist, The (1994)	mqTrjDsEg4g
316	6314	http://dbpedia.org/resource/Stargate_(film)	https://en.wikipedia.org/wiki/Stargate_(film)	https://upload.wikimedia.org/wikipedia/en/e/e0/Stargateposter.jpg	Stargate (1994)	GZwcZ8TBlaU
317	6315	http://dbpedia.org/resource/Santa_Claus_Conquers_the_Martians	https://en.wikipedia.org/wiki/Santa_Claus_Conquers_the_Martians	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Santa_Claus_Conquers_the_Martians_1.jpg/1200px-Santa_Claus_Conquers_the_Martians_1.jpg	Santa Clause, The (1994)	t067u2Jnks0
318	6316	http://dbpedia.org/resource/The_Shawshank_Redemption	https://en.wikipedia.org/wiki/The_Shawshank_Redemption	https://upload.wikimedia.org/wikipedia/en/8/81/ShawshankRedemptionMoviePoster.jpg	Shawshank Redemption, The (1994)	WawU4ouldxU
319	6317	http://dbpedia.org/resource/Shallow_Grave	https://en.wikipedia.org/wiki/Shallow_Grave_(1994_film)	https://upload.wikimedia.org/wikipedia/en/8/88/Shallow_Grave_1994_film_poster.png	Shallow Grave (1994)	xKrfUAho5as
320	6318	http://dbpedia.org/resource/Suture_(film)	https://en.wikipedia.org/wiki/Suture_(film)	https://upload.wikimedia.org/wikipedia/en/c/c5/Sutureposter.jpg	Suture (1993)	IzZSguDxGsk
322	6319	http://dbpedia.org/resource/Swimming_with_Sharks	https://en.wikipedia.org/wiki/Swimming_with_Sharks	https://upload.wikimedia.org/wikipedia/en/b/be/Swimming_with_Sharks_poster.jpg	Swimming with Sharks (1995)	UH9OLQh46FY
324	6320	http://dbpedia.org/resource/The_Sum_of_Us_(film)	https://en.wikipedia.org/wiki/The_Sum_of_Us_(film)	https://upload.wikimedia.org/wikipedia/en/3/3d/The_Sum_of_Us_FilmPoster.jpeg	Sum of Us, The (1994)	rBGjUQJ_1Dc
325	6321	http://dbpedia.org/resource/National_Lampoon's_Senior_Trip	https://en.wikipedia.org/wiki/National_Lampoon's_Senior_Trip	https://upload.wikimedia.org/wikipedia/en/9/98/National_Lampoon%27s_Senior_Trip_Poster.jpg	National Lampoon's Senior Trip (1995)	NEMpSSOutfg
326	6322	http://dbpedia.org/resource/To_Live_(1994_film)	https://en.wikipedia.org/wiki/To_Live_(1994_film)	https://upload.wikimedia.org/wikipedia/en/e/ef/To_Live_Poster.jpg	To Live (Huozhe) (1994)	GAZUbjttUPc
327	6323	http://dbpedia.org/resource/Tank_Girl_(film)	https://en.wikipedia.org/wiki/Tank_Girl_(film)	https://upload.wikimedia.org/wikipedia/en/1/12/Tank_girl_poster.jpg	Tank Girl (1995)	Y3iEgKjh3Nk
328	6324	http://dbpedia.org/resource/Demon_Knight	https://en.wikipedia.org/wiki/Demon_Knight	https://upload.wikimedia.org/wikipedia/en/c/ce/Tales_from_the_crypt_presents_demon_knight.jpg	Tales From the Crypt Presents: Demon Knight (1995)	2cT5Cg8H7ec
329	6325	http://dbpedia.org/resource/Star_Trek_Generations	https://en.wikipedia.org/wiki/Star_Trek_Generations	https://upload.wikimedia.org/wikipedia/en/f/f5/S07-Star_Trek_Generations-poster_art.png	Star Trek: Generations (1994)	MUieGh1fHSI
330	6326	http://dbpedia.org/resource/Tales_from_the_Hood	https://en.wikipedia.org/wiki/Tales_from_the_Hood	https://upload.wikimedia.org/wikipedia/en/8/83/Tales_from_the_Hood_%281995%29_poster.jpg	Tales from the Hood (1995)	hrn2PzAk6iw
331	6327	http://dbpedia.org/resource/Tom_&_Viv	https://en.wikipedia.org/wiki/Tom_&_Viv	https://upload.wikimedia.org/wikipedia/en/c/ce/Tomandviv.jpg	Tom & Viv (1994)	YZyOxE04wnE
332	6328	http://dbpedia.org/resource/Village_of_the_Damned_(1995_film)	https://en.wikipedia.org/wiki/Village_of_the_Damned_(1995_film)	https://upload.wikimedia.org/wikipedia/en/a/a0/Village_of_the_Damned_%281995_film%29.jpg	Village of the Damned (1995)	Y7tNVTmlkzg
333	6329	http://dbpedia.org/resource/Tommy_Boy	https://en.wikipedia.org/wiki/Tommy_Boy	https://upload.wikimedia.org/wikipedia/en/f/f8/Tommy_Boy.jpg	Tommy Boy (1995)	U-xFypjUqTM
334	6330	http://dbpedia.org/resource/Vanya_on_42nd_Street	https://en.wikipedia.org/wiki/Vanya_on_42nd_Street	https://upload.wikimedia.org/wikipedia/en/7/76/Vanya_On_42nd_Street.jpg	Vanya on 42nd Street (1994)	q4WceRNb7e0
335	6331	http://dbpedia.org/resource/Underneath_the_Arches_(film)	https://en.wikipedia.org/wiki/Underneath_the_Arches_(film)	https://upload.wikimedia.org/wikipedia/en/7/7d/Underneath_the_Arches_%28film%29.jpg	Underneath, The (1995)	XGypRYIyr0I
336	6332	http://dbpedia.org/resource/The_Walking_Dead_(1995_film)	https://en.wikipedia.org/wiki/The_Walking_Dead_(1995_film)	https://upload.wikimedia.org/wikipedia/en/a/ad/Walking_Dead_OST.jpg	Walking Dead, The (1995)	UoISioGH52Y
337	6333	http://dbpedia.org/resource/What's_Eating_Gilbert_Grape	https://en.wikipedia.org/wiki/What's_Eating_Gilbert_Grape	https://upload.wikimedia.org/wikipedia/en/5/5c/What%27s_Eating_Gilbert_Grape_poster.png	What's Eating Gilbert Grape (1993)	X6sLIP3908w
338	6334	http://dbpedia.org/resource/Virtuosity	https://en.wikipedia.org/wiki/Virtuosity	https://upload.wikimedia.org/wikipedia/en/1/13/Virtuosity_ver2.jpg	Virtuosity (1995)	KEDdaStz4kw
339	6335	http://dbpedia.org/resource/While_You_Were_Sleeping	https://en.wikipedia.org/wiki/While_You_Were_Sleeping_(film)	https://upload.wikimedia.org/wikipedia/en/e/e6/Whilesleepingposter.jpg	While You Were Sleeping (1995)	d3RSYSsgz3w
340	6336	http://dbpedia.org/resource/The_War_(1994_film)	https://en.wikipedia.org/wiki/The_War_(1994_film)	https://upload.wikimedia.org/wikipedia/en/7/72/The_war%2C_film_poster.jpg	War, The (1994)	BzB_Qkl2Gec
341	6337	http://dbpedia.org/resource/Double_Happiness_(film)	https://en.wikipedia.org/wiki/Double_Happiness_(film)	https://upload.wikimedia.org/wikipedia/en/6/61/Double_happiness_ver1.jpg	Double Happiness (1994)	Pz9ZnZ8d3Vs
342	6338	http://dbpedia.org/resource/Muriel's_Wedding	https://en.wikipedia.org/wiki/Muriel's_Wedding	https://upload.wikimedia.org/wikipedia/en/6/6d/Muriels_wedding_poster.jpg	Muriel's Wedding (1994)	eTFCFThbwbo
343	6339	http://dbpedia.org/resource/The_Baby-Sitters_Club_(film)	https://en.wikipedia.org/wiki/The_Baby-Sitters_Club_(film)	https://upload.wikimedia.org/wikipedia/en/5/5e/Babysitters_club_film.jpg	Baby-Sitters Club, The (1995)	zBmEySbwGsk
344	6340	http://dbpedia.org/resource/Ace_Ventura:_Pet_Detective	https://en.wikipedia.org/wiki/Ace_Ventura:_Pet_Detective	https://upload.wikimedia.org/wikipedia/en/8/84/Ace_ventura_pet_detective.jpg	Ace Ventura: Pet Detective (1994)	JudjRVhIgns
345	6341	http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert	https://en.wikipedia.org/wiki/The_Adventures_of_Priscilla,_Queen_of_the_Desert	https://upload.wikimedia.org/wikipedia/en/0/0f/Priscilla_the_Queen.jpg	Adventures of Priscilla, Queen of the Desert, The (1994)	Jtz7jaBpSKk
346	6342	http://dbpedia.org/resource/Backbeat_(film)	https://en.wikipedia.org/wiki/Backbeat_(film)	https://upload.wikimedia.org/wikipedia/en/7/71/BackbeatPoster.jpg	Backbeat (1993)	zrLGwxh47pM
347	6343	http://dbpedia.org/resource/Bitter_Moon	https://en.wikipedia.org/wiki/Bitter_Moon	https://upload.wikimedia.org/wikipedia/en/4/46/Bitter-Moon-Poster.jpg	Bitter Moon (1992)	R3EMSHqkbfI
348	6344	http://dbpedia.org/resource/Bullets_over_Broadway	https://en.wikipedia.org/wiki/Bullets_over_Broadway	https://upload.wikimedia.org/wikipedia/en/b/bf/Bullets_over_Broadway_movie_poster.jpg	Bullets Over Broadway (1994)	6BDr_9S5ZwU
349	6345	http://dbpedia.org/resource/Clear_and_Present_Danger_(film)	https://en.wikipedia.org/wiki/Clear_and_Present_Danger_(film)	https://upload.wikimedia.org/wikipedia/en/3/36/Clear_and_Present_Danger_film.jpg	Clear and Present Danger (1994)	3sG1tGbpT7c
350	6346	http://dbpedia.org/resource/The_Client_(1994_film)	https://en.wikipedia.org/wiki/The_Client_(1994_film)	https://upload.wikimedia.org/wikipedia/en/9/96/Clientfilmposter.jpg	Client, The (1994)	EZY7_dCQRgk
351	6347	http://dbpedia.org/resource/Corrina,_Corrina_(film)	https://en.wikipedia.org/wiki/Corrina,_Corrina_(film)	https://upload.wikimedia.org/wikipedia/en/5/57/Corrina_Corrina_-poster.jpg	Corrina, Corrina (1994)	iLXgRczHyWo
352	6348	http://dbpedia.org/resource/Crooklyn	https://en.wikipedia.org/wiki/Crooklyn	https://upload.wikimedia.org/wikipedia/en/2/26/Crooklyn_poster.jpg	Crooklyn (1994)	KnYl1TfWD-U
353	6349	http://dbpedia.org/resource/The_Crow_(1994_film)	https://en.wikipedia.org/wiki/The_Crow_(1994_film)	https://upload.wikimedia.org/wikipedia/en/3/39/Crow_ver2.jpg	Crow, The (1994)	N5uPZ7ocsqA
354	6350	http://dbpedia.org/resource/Cobb_(film)	https://en.wikipedia.org/wiki/Cobb_(film)	https://upload.wikimedia.org/wikipedia/en/a/ae/Cobbposter.jpg	Cobb (1994)	zZFiH0SQpiY
355	6351	http://dbpedia.org/resource/The_Flintstones:_On_the_Rocks	https://en.wikipedia.org/wiki/The_Flintstones:_On_the_Rocks	https://upload.wikimedia.org/wikipedia/en/9/9c/The_Flintstones_On_The_Rocks.png	Flintstones, The (1994)	dr1wHw-xOKA
356	6352	http://dbpedia.org/resource/Forrest_Gump	https://en.wikipedia.org/wiki/Forrest_Gump	https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Forrest_Gump_poster.jpg/220px-Forrest_Gump_poster.jpg	Forrest Gump (1994)	bLvqoHBptjg
357	6353	http://dbpedia.org/resource/Four_Weddings_and_a_Funeral	https://en.wikipedia.org/wiki/Four_Weddings_and_a_Funeral	https://upload.wikimedia.org/wikipedia/en/3/35/Four_weddings_poster.jpg	Four Weddings and a Funeral (1994)	ALRW0GR3DSg
358	6354	http://dbpedia.org/resource/Higher_Learning	https://en.wikipedia.org/wiki/Higher_Learning	https://upload.wikimedia.org/wikipedia/en/2/26/Higher_Learning_%28movie%29.jpg	Higher Learning (1995)	_4KVCVX1MrQ
359	6355	http://dbpedia.org/resource/I_Like_It_Like_That_(film)	https://en.wikipedia.org/wiki/I_Like_It_Like_That_(film)	https://upload.wikimedia.org/wikipedia/en/b/b9/Ilikeitlikethatposter.jpg	I Like It Like That (1994)	mVzmH9toJp0
361	6356	http://dbpedia.org/resource/It_Could_Happen_to_You_(film)	https://en.wikipedia.org/wiki/It_Could_Happen_to_You_(1994_film)	https://upload.wikimedia.org/wikipedia/en/9/99/It_could_happen_to_you_ver2.jpg	It Could Happen to You (1994)	cEvsrvQ2RD8
362	6357	http://dbpedia.org/resource/The_Jungle_Book_(1994_film)	https://en.wikipedia.org/wiki/The_Jungle_Book_(1994_film)	https://upload.wikimedia.org/wikipedia/en/c/c8/Rudyard_Kipling%27s_The_Jungle_Book_film_poster.jpg	Jungle Book, The (1994)	uBAku3Cwsgk
364	6358	http://dbpedia.org/resource/Leo_the_Lion:_King_of_the_Jungle	no wikipedia url	https://m.media-amazon.com/images/M/MV5BOThjNzQ4MjktODE0Mi00NzM2LTljN2QtYjE5YWQ4NGQyOTNkXkEyXkFqcGdeQXVyODIxNjk4NzQ@._V1_.jpg	Lion King, The (1994)	4sj1MT05lAA
365	6359	http://dbpedia.org/resource/Little_Buddha	https://en.wikipedia.org/wiki/Little_Buddha	https://upload.wikimedia.org/wikipedia/en/0/0b/Little_buddha_imp.jpg	Little Buddha (1993)	aAMnjj6oU6s
366	6360	http://dbpedia.org/resource/Wes_Craven's_New_Nightmare	https://en.wikipedia.org/wiki/Wes_Craven's_New_Nightmare	https://upload.wikimedia.org/wikipedia/en/c/c8/Wes_Craven%27s_New_Nightmare_US_poster.jpg	Wes Craven's New Nightmare (1994)	F6Dk9asJ0QY
367	6361	http://dbpedia.org/resource/Mask_(film)	https://en.wikipedia.org/wiki/Mask_(1985_film)	https://upload.wikimedia.org/wikipedia/en/a/ac/Mask85poster.jpg	Mask, The (1994)	lcjN7zkgELM
368	6362	http://dbpedia.org/resource/Maverick_(film)	https://en.wikipedia.org/wiki/Maverick_(film)	https://upload.wikimedia.org/wikipedia/en/9/94/Maverick_movie.jpg	Maverick (1994)	mQ69CVbCiow
369	6363	http://dbpedia.org/resource/Mrs._Parker_and_the_Vicious_Circle	https://en.wikipedia.org/wiki/Mrs._Parker_and_the_Vicious_Circle	https://upload.wikimedia.org/wikipedia/en/9/97/Mrs._Parker_and_the_Vicious_Circle.jpg	Mrs. Parker and the Vicious Circle (1994)	eMX6BubBwmM
371	6364	http://dbpedia.org/resource/Paper_Moon_(film)	https://en.wikipedia.org/wiki/Paper_Moon_(film)	https://upload.wikimedia.org/wikipedia/en/7/71/Paper-moon_small.jpg	Paper, The (1994)	4NeHWLZbs0g
372	6365	http://dbpedia.org/resource/Reality_Bites	https://en.wikipedia.org/wiki/Reality_Bites	https://upload.wikimedia.org/wikipedia/en/9/95/Realitybitesposter.jpg	Reality Bites (1994)	xDYGo0UgIVM
373	6366	http://dbpedia.org/resource/Red_Rock_West	https://en.wikipedia.org/wiki/Red_Rock_West	https://upload.wikimedia.org/wikipedia/en/9/9e/Redrockmovieposter.jpg	Red Rock West (1992)	rqlGO7rYhwY
374	6367	http://dbpedia.org/resource/Richie_Rich_(film)	https://en.wikipedia.org/wiki/Richie_Rich_(film)	https://upload.wikimedia.org/wikipedia/en/a/a6/Richierichposter.jpg	Richie Rich (1994)	fJJQ44fdDws
375	6368	http://dbpedia.org/resource/Safe_Passage_(film)	https://en.wikipedia.org/wiki/Safe_Passage_(film)	https://upload.wikimedia.org/wikipedia/en/3/36/Safe_Passage_film_poster.jpg	Safe Passage (1994)	X2vyr662x4Q
376	6369	http://dbpedia.org/resource/Wild_River_(film)	https://en.wikipedia.org/wiki/Wild_River_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Wild_River_%281960_film_poster_-_one_sheet%29.jpg/1200px-Wild_River_%281960_film_poster_-_one_sheet%29.jpg	River Wild, The (1994)	_ItXkYO1Xj0
377	6370	http://dbpedia.org/resource/Speed_(1994_film)	https://en.wikipedia.org/wiki/Speed_(1994_film)	https://upload.wikimedia.org/wikipedia/en/4/45/Speed_movie_poster.jpg	Speed (1994)	aRmhneo5A48
378	6371	http://dbpedia.org/resource/Speechless	https://en.wikipedia.org/wiki/Speechless_(1994_film)	https://upload.wikimedia.org/wikipedia/en/a/a8/Speechless_movie.jpg	Speechless (1994)	PxZo3oM5k2E
379	6372	http://dbpedia.org/resource/Timecop	https://en.wikipedia.org/wiki/Timecop	https://upload.wikimedia.org/wikipedia/en/7/79/Timecopposter.jpg	Timecop (1994)	WuujAfDRSfc
380	6373	http://dbpedia.org/resource/True_Lies	https://en.wikipedia.org/wiki/True_Lies	https://upload.wikimedia.org/wikipedia/en/8/81/True_Lies_poster.png	True Lies (1994)	3B7HG8_xbDw
381	6374	http://dbpedia.org/resource/When_a_Man_Loves_a_Woman_(film)	https://en.wikipedia.org/wiki/When_a_Man_Loves_a_Woman_(film)	https://upload.wikimedia.org/wikipedia/en/8/81/When_a_man_loves_a_woman.jpg	When a Man Loves a Woman (1994)	Fr6w2bt8k9A
382	6375	http://dbpedia.org/resource/Wolf_(1994_film)	https://en.wikipedia.org/wiki/Wolf_(1994_film)	https://upload.wikimedia.org/wikipedia/en/0/02/Wolf_movie_poster.jpg	Wolf (1994)	JBwwLfog4Yo
383	6376	http://dbpedia.org/resource/Wyatt_Earp_(film)	https://en.wikipedia.org/wiki/Wyatt_Earp_(film)	https://upload.wikimedia.org/wikipedia/en/c/cf/Wyatt_earp_ver1.jpg	Wyatt Earp (1994)	BS5n_Ql1v2k
384	6377	http://dbpedia.org/resource/Bad_Company_(1995_film)	https://en.wikipedia.org/wiki/Bad_Company_(1995_film)	https://upload.wikimedia.org/wikipedia/en/6/6c/Bad_companyposter.jpg	Bad Company (1995)	z_749VE-fMQ
385	6378	http://dbpedia.org/resource/A_Man_of_No_Importance_(film)	https://en.wikipedia.org/wiki/A_Man_of_No_Importance_(film)	https://upload.wikimedia.org/wikipedia/en/6/62/AManOfNoImportnace.jpg	Man of No Importance, A (1994)	soWVMrp250U
